ParticipanteID	CPF	NomeRazaoSocial	TURMA_CURSO_AMARELO	TURMA_CURSO_VERDE	TURMA_CURSO_VERMELHO	TURMA_CURSO_AZUL	Cargo	Login	email	Telefone
105339	00000000949	ALIQUAM ENIM SIT AMET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	id82370	4219807@email.com	(89) 10239462
105450	00000000950	ULTRICIES PRAESENT SED IPSUM	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	commodo62150	5944808@email.com	(51) 46001023
105561	00000000951	INTERDUM AUCTOR ANTE SED	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	nibh44228	4282146@email.com	(30) 89909965
105672	00000000952	SEMPER DUI QUISQUE EU	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	curabitur46852	1184730@email.com	(65) 53294293
105783	00000000953	LECTUS QUIS ELIT CURSUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	auctor28819	3091519@email.com	(75) 96902858
105894	00000000954	INTERDUM AC AT JUSTO	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	Executivo Público 	facilisis16081	6608933@email.com	(38) 12537602
106005	00000000955	VIVAMUS VITAE METUS LOREM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	elit69042	65628@email.com	(95) 38526998
106116	00000000956	CRAS UT ANTE PULVINAR	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	vitae77569	9669056@email.com	(22) 39145517
106227	00000000957	EUISMOD MAURIS NEC VEHICULA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	aliquam65763	8728502@email.com	(96) 36798682
106338	00000000958	TELLUS FUSCE AC PULVINAR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ESCRITURARIO	quisque56276	1566923@email.com	(53) 72116986
106449	00000000959	METUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	MOTORISTA	rutrum99729	8866864@email.com	(11) 73520424
106560	00000000960	MAECENAS NULLA TORTOR ELEMENTUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	purus21609	566313@email.com	(89) 55410230
106671	00000000961	NEC LEO NEC PRETIUM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	vel89929	472184@email.com	(45) 20463688
106782	00000000962	MALESUADA LECTUS VIVAMUS ANTE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO II	diam82276	2393071@email.com	(18) 28811004
106893	00000000963	NISL RHONCUS A EGESTAS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	volutpat19384	4568143@email.com	(13) 3581874
107004	00000000964	ID FACILISIS AT ANTE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	feugiat11958	1412866@email.com	(92) 78344230
107115	00000000965	NULLA NON ULTRICIES DOLOR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	pellentesque93502	6533316@email.com	(23) 51497606
107226	00000000966	DONEC EGESTAS NISL AC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ullamcorper55510	6086660@email.com	(23) 95300428
107337	00000000967	SEM FEUGIAT CONSEQUAT NULLAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	neque68926	1342059@email.com	(59) 78703776
107448	00000000968	INTERDUM A TORTOR AC	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	id73558	4404371@email.com	(16) 95781550
107559	00000000969	VEHICULA VIVAMUS DOLOR AUGUE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	blandit88247	5778540@email.com	(14) 52745819
107670	00000000970	MOLLIS AT PRETIUM VITAE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	posuere18107	9656492@email.com	(58) 48618102
107781	00000000971	SOLLICITUDIN SIT AMET TELLUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	pellentesque76281	1433433@email.com	(9) 96215646
107892	00000000972	NULLA CONSEQUAT JUSTO NEQUE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	eu90830	3967199@email.com	(40) 63268261
108003	00000000973	NEC MOLLIS NIBH RHONCUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	blandit2193	2851667@email.com	(72) 72726468
108114	00000000974	VOLUTPAT PELLENTESQUE HENDRERIT ID	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	eros21354	6993941@email.com	(44) 86771550
108225	00000000975	JUSTO IN ELEIFEND PHASELLUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nulla82429	8983397@email.com	(4) 7357675
108336	00000000976	QUIS MOLLIS LECTUS NUNC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ESCRITURARIO	eget9424	9042687@email.com	(59) 60440935
108447	00000000977	NON PORTA NISL PRAESENT	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	turpis97236	1834657@email.com	(97) 91764393
108558	00000000978	RHONCUS ORCI TELLUS VITAE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	dolor13394	2824495@email.com	(63) 85121009
108669	00000000979	CONDIMENTUM ENIM HENDRERIT ID	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	cras14054	4685726@email.com	(48) 23170579
108780	00000000980	AENEAN CONSECTETUR AUGUE ELIT	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	elementum22196	5059837@email.com	(26) 47111809
108891	00000000981	MAECENAS SEMPER ELIT VITAE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	luctus59630	3257880@email.com	(19) 28271658
109002	00000000982	TEMPOR AUCTOR NEQUE SAPIEN	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	ATENDENTE	sodales36236	8943035@email.com	(93) 52122656
109113	00000000983	PHARETRA NISI SED MALESUADA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO I	sed53419	6470683@email.com	(92) 20971436
109224	00000000984	MI EST AC DUI	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	imperdiet89795	620789@email.com	(76) 19646728
109335	00000000985	ETIAM ALIQUAM ORNARE TURPIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	pulvinar11806	9630629@email.com	(78) 44979487
109446	00000000986	VITAE SUSCIPIT EST PELLENTESQUE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ASSESSOR ADMINISTRATIVO I	erat82244	7561737@email.com	(34) 86048963
109557	00000000987	IMPERDIET SED SED LIBERO	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	ut55124	1060114@email.com	(13) 50536553
109668	00000000988	ALIQUAM TRISTIQUE DOLOR EGET	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	rhoncus45680	3811299@email.com	(60) 67294685
109779	00000000989	SODALES LEO	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	integer95900	4330701@email.com	(8) 55316106
109890	00000000990	FUSCE ULTRICIES VITAE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sit59839	6892848@email.com	(46) 31122501
110001	00000000991	NEQUE NON ADIPISCING NULLA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	amet59058	1511056@email.com	(95) 40235457
110112	00000000992	TEMPOR NISI NON SAGITTIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	tortor35109	3253269@email.com	(74) 28273035
110223	00000000993	MOLLIS NIBH MI FRINGILLA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	tincidunt79917	8984815@email.com	(15) 29345566
110334	00000000994	SAPIEN QUIS IACULIS QUAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	scelerisque18839	3883233@email.com	(72) 33552226
110445	00000000995	TELLUS ET LECTUS VESTIBULUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nulla51421	5640345@email.com	(11) 3702139
110556	00000000996	A NUNC LECTUS NAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	et39042	8836012@email.com	(94) 45950313
110667	00000000997	IMPERDIET MALESUADA IPSUM SCELERISQUE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	AUXILIAR ADMINISTRATIVO	fringilla34645	4271671@email.com	(60) 390163
110778	00000000998	VESTIBULUM QUISQUE VIVERRA EGESTAS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nisl84993	9198347@email.com	(76) 98107256
110889	00000000999	NISL A INTERDUM ELIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR I	pellentesque21443	462141@email.com	(5) 45334186
111000	00000001000	FEUGIAT NON SUSPENDISSE SOLLICITUDIN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	habitant32028	7116326@email.com	(5) 25370849
111111	00000001001	TORTOR QUIS TURPIS VEHICULA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	morbi33682	9142588@email.com	(38) 70969015
111222	00000001002	CONSEQUAT SUSPENDISSE ARCU DIAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	tristique53919	9289699@email.com	(71) 44055266
111333	00000001003	SOLLICITUDIN SIT AMET POSUERE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	senectus65783	7467386@email.com	(71) 67452255
111444	00000001004	TINCIDUNT COMMODO NON VELIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR	et24507	6407019@email.com	(32) 89242373
111555	00000001005	DONEC PHARETRA BIBENDUM PURUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	netus24265	3523350@email.com	(63) 19322874
111666	00000001006	SED VEHICULA RHONCUS JUSTO	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	et94390	775200@email.com	(53) 61687247
111777	00000001007	ULLAMCORPER ULLAMCORPER IN HAC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	malesuada89211	3950360@email.com	(36) 75750715
111888	00000001008	HABITASSE PLATEA DICTUMST NULLAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	fames39679	6583149@email.com	(70) 34411898
111999	00000001009	SODALES NISI PURUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	ac20627	9399497@email.com	(46) 5450412
112110	00000001010	SUSPENDISSE SAPIEN	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	turpis11056	1888299@email.com	(26) 68403097
112221	00000001011	NIBH CURSUS VEL NULLA	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	egestas	5172312@email.com	(42) 86065919
112332	00000001012	EGET PULVINAR EGESTAS QUAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vestibulum52872	8547372@email.com	(20) 87853034
112443	00000001013	NULLAM EU TEMPOR LECTUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	placerat74655	5402287@email.com	(79) 77535180
112554	00000001014	SED GRAVIDA NIBH VIVAMUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	ipsum69176	6205899@email.com	(42) 64844902
112665	00000001015	AC URNA UT EST	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	eget16575	2528238@email.com	(25) 30315655
112776	00000001016	MALESUADA CONVALLIS QUISQUE POSUERE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vestibulum18546	8369053@email.com	(15) 63190895
112887	00000001017	VESTIBULUM BLANDIT DUIS IMPERDIET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	consequat95923	9753743@email.com	(14) 77835510
112998	00000001018	ANTE DOLOR VEL MATTIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	curabitur34993	3503603@email.com	(25) 91666447
113109	00000001019	DUI VIVERRA VITAE SED	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	convallis62887	2609274@email.com	(97) 63023135
113220	00000001020	AT LECTUS PULVINAR CONVALLIS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	erat40625	1160644@email.com	(55) 16884963
113331	00000001021	ENIM QUIS SAGITTIS METUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	id19093	6722146@email.com	(43) 49551069
113442	00000001022	FUSCE UT VIVERRA MAGNA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lectus61164	2850698@email.com	(6) 85129727
113553	00000001023	NEC PORTA URNA ETIAM	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	varius82131	2248785@email.com	(30) 67304936
113664	00000001024	VENENATIS EROS SIT AMET	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	mollis54438	9608271@email.com	(34) 4118844
113775	00000001025	LEO TEMPUS VOLUTPAT VIVAMUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	morbi23548	1480517@email.com	(85) 42419739
113886	00000001026	ELEIFEND TELLUS EGET PLACERAT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	eget48949	2832478@email.com	(55) 33629794
113997	00000001027	RUTRUM VESTIBULUM ID LECTUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	massa87105	4459124@email.com	(30) 61297816
114108	00000001028	MOLESTIE SOLLICITUDIN NUNC UT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	a11557	2180969@email.com	(77) 35666635
114219	00000001029	CONDIMENTUM JUSTO DONEC CONGUE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	risus50492	8416934@email.com	(61) 19437645
114330	00000001030	PORTA SEMPER PHASELLUS SUSCIPIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	dignissim10639	4012288@email.com	(7) 34121532
114441	00000001031	A NIBH VEL ADIPISCING	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	mattis80245	332591@email.com	(29) 4390645
114552	00000001032	DUIS EGESTAS TURPIS AC	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	ESCRITURARIO	ac12085	6038140@email.com	(67) 33685498
114663	00000001033	MASSA PHARETRA TEMPOR ALIQUAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ac36591	7828404@email.com	(77) 62895203
114774	00000001034	VOLUTPAT MALESUADA ENIM QUIS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	nulla43791	8540427@email.com	(99) 48107541
114885	00000001035	ELEIFEND LACUS ALIQUET ET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	maecenas23124	1881885@email.com	(57) 3260508
114996	00000001036	CRAS VITAE HENDRERIT IPSUM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	ultrices83827	9654671@email.com	(77) 88093603
115107	00000001037	SED	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	dui30814	6159247@email.com	(9) 80707045
115218	00000001038	FRINGILLA PRETIUM SEMPER MAECENAS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	at77602	2007700@email.com	(0) 58064958
115329	00000001039	CONGUE A LIGULA AT	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	dui14511	786127@email.com	(27) 18495018
115440	00000001040	DIGNISSIM VIVAMUS AT ELIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	luctus58052	80790@email.com	(2) 12850509
115551	00000001041	SAGITTIS SCELERISQUE NISI SED	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vel46574	4574211@email.com	(78) 12496654
115662	00000001042	EGESTAS ORCI IN LOBORTIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	convallis41254	2411606@email.com	(38) 23530521
115773	00000001043	TEMPOR TURPIS VEL CONVALLIS	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	turpis28173	8110617@email.com	(15) 70531287
115884	00000001044	TORTOR DIGNISSIM NEC UT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	cursus92584	9919616@email.com	(89) 2335627
115995	00000001045	PORTTITOR COMMODO MI EU	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	cras97601	1007842@email.com	(37) 36023757
116106	00000001046	RHONCUS NAM GRAVIDA LIBERO	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR I	ac3432	1357398@email.com	(39) 37478945
116217	00000001047	ET CONDIMENTUM ULTRICES QUISQUE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	felis59638	9985816@email.com	(45) 46034008
116328	00000001048	EGET DICTUM MASSA NON	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ut91427	8988264@email.com	(72) 87091590
116439	00000001049	VEHICULA DIAM NUNC SED	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	augue68636	680290@email.com	(48) 73513438
116550	00000001050	ORCI NEC AUGUE CONVALLIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	interdum34766	2440236@email.com	(50) 82505879
116661	00000001051	CONDIMENTUM EGET TRISTIQUE EROS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	hendrerit33273	4118520@email.com	(64) 4175786
116772	00000001052	UT QUIS TEMPUS ERAT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	nec71328	5672212@email.com	(98) 90837004
116883	00000001053	CURABITUR LUCTUS AUGUE EU	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vitae70198	1548@email.com	(67) 97595005
116994	00000001054	DUI FACILISIS EUISMOD SUSPENDISSE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ATENDENTE	urna41466	1832764@email.com	(75) 87205660
